"|","|__i","|__lc","|__m","|__n","|__sc","|__ri","|__rm","|__rn","|__t","|__time"
"1532156205041","107103201124756929264","","is thana karjat train running on time (sent from Thakurli)","UDAY KOTHARI","","","","","21 Jul 12:26 PM","1532156205041"
"1532156216161","113054612279249034424","","karjat  (sent from Kalyan Stn.)","Shamshad Juwari","","","","","21 Jul 12:26 PM","1532156216161"
"1532156254128","107103201124756929264","","going vangani n have to get the connection from ambarnath (sent from Thakurli)","UDAY KOTHARI","","","","","21 Jul 12:27 PM","1532156254128"
"1532156296763","107737474732043832266","","what's the general status for trains? (sent from Badlapur)","Jayesh Talashilkar","","","","","21 Jul 12:28 PM","1532156296763"
"1532156318380","107103201124756929264","","do we get updates in this app or it's just like that only? (sent from Thakurli)","UDAY KOTHARI","","","","","21 Jul 12:28 PM","1532156318380"
"1532156439771","100099016033272802145","","11.49 am CSMT fast from Kalyan is running approx. 35 mins late! (sent from Kalyan)","Jayant More","","","","","21 Jul 12:30 PM","1532156439771"
"1532156570327","110582884904690362389","","central track trains running properly (sent from Vidyavihar Stn.)","sankar rao Allu","","","","","21 Jul 12:32 PM","1532156570327"
"1532156660872","112919728463647529243","","11:48 cst fast stil not arrived in mulund and u r sayin trains are on time sankar rao (sent from Mulund Stn.)","Himanshu Prajapati","","","","","21 Jul 12:34 PM","1532156660872"
"1532156706696","117297194018686470087","1","central or haurber mai log nahi rhete kya hamesha train late hoti hai (sent from Kurla Stn.)","Vishal Chavan","","","","","21 Jul 12:35 PM","1532156706696"
"1532156744159","104943027361176626261","","what's the train status from shahad to thane?? (sent from Shahad Stn.)","Sukdev Lokhande","","","","","21 Jul 12:35 PM","1532156744159"
"1532156783488","110766936932800487599","1","fast train half hour late ","sejal maru","","","","","21 Jul 12:36 PM","1532156783488"
"1532156821846","104943027361176626261","","from shahad?? (sent from Shahad Stn.)","Sukdev Lokhande","","","","","21 Jul 12:37 PM","1532156821846"
"1532156833683","110766936932800487599","","all trains r late (sent from Mulund Stn.)","sejal maru","","","","","21 Jul 12:37 PM","1532156833683"
"1532156846650","104943027361176626261","","okay thanks (sent from Shahad Stn.)","Sukdev Lokhande","","110766936932800487599","all trains r late (sent from Mulund Stn.)","sejal maru","21 Jul 12:37 PM","1532156846650"
"1532156852548","118390742717938216330","","दिवासे/विटि पहिला दरजाका पासका ऐक महिनेका कैतना पैसा है (sent from Churchgate)","Sachin Nagare","","","","","21 Jul 12:37 PM","1532156852548"
"1532157035896","112525134940707980929","","diva se cst. 1st class ka monthly ticket hai 910 (sent from Thane Stn.)","ashok das","","","","","21 Jul 12:40 PM","1532157035896"
"1532157144319","108917207061806728033","","what is the status of 12:17 local towards CST from at Dombivli? (sent from Dombivli Stn.)","maximum risk","","","","","21 Jul 12:42 PM","1532157144319"
"1532157192741","106136630157210355377","","udya mega block ahe ka nhi karjat to csmt","Akash Sawant","","","","","21 Jul 12:43 PM","1532157192741"
"1532157202685","106136630157210355377","","udya mega block ahe ka nhi karjat to csmt","Akash Sawant","","","","","21 Jul 12:43 PM","1532157202685"
"1532157391969","114821732531128026508","","status of 51182","Premchand Khadase","","","","","21 Jul 12:46 PM","1532157391969"
"1532157396273","110475721619052812121","","12.35 CST train not come at Dadar what is status? (sent from Dadar Stn.)","Hetal Shah","","","","","21 Jul 12:46 PM","1532157396273"
"1532157521839","117841053440179887566","","12:17 Cst fast and 12:12 cst not arrived at dombilvi (sent from Dombivli Stn.)","pallavi sahukar","","","","","21 Jul 12:48 PM","1532157521839"
"1532157688802","100661622266148036755","","12.00 badlpaur cst ajun vitthalwadi madhe ahe 1hrs hot ala ajun kalyan 0an nahi ala (sent from Vithalwadi Stn.)","vaibhav Saindre","","","","","21 Jul 12:51 PM","1532157688802"
"1532157706282","100661622266148036755","","kahi problem ahe ka pudhe (sent from Vithalwadi Stn.)","vaibhav Saindre","","","","","21 Jul 12:51 PM","1532157706282"
"1532157785464","108824093147118671959","","koni sangel kaa kaay problem aahe..12:25 aajun aali nahi cstm.. (sent from Ulhas Nagar Stn.)","bhavesh bhoite","","","","","21 Jul 12:53 PM","1532157785464"
"1532157892826","112634203039332106661","","12:48 asangaon abhi tak mumbra nai aayi any problem??? (sent from Mumbra Stn.)","huzaif pawaskar","","","","","21 Jul 12:54 PM","1532157892826"
"1532158106434","112634203039332106661","","he train mumbra aali (sent from Mumbra Stn.)","huzaif pawaskar","","108824093147118671959","koni sangel kaa kaay problem aahe..12:25 aajun aali nahi cstm.. (sent from Ulhas Nagar Stn.)","bhavesh bhoite","21 Jul 12:58 PM","1532158106434"
"1532158192833","104783143654293466758","","Fast Trains toward CST are late (sent from Thane Stn.)","Sachin Teke","","","","","21 Jul 12:59 PM","1532158192833"
"1532158247450","109185895578899503230","","what is the status of 1:22 from Badlapur to cst (sent from Badlapur)","Ashvin Guptaj Gupta","","","","","21 Jul 01:00 PM","1532158247450"
"1532158565032","111596165693076690222","","Train are running very slowly delay by 25-30 min ","Ramakant Mane","","","","","21 Jul 01:06 PM","1532158565032"
"1532158628883","104303788401369162258","","where is the fast train for cstm (sent from Dombivli Stn.)","sanoj gupta","","","","","21 Jul 01:07 PM","1532158628883"
"1532158641923","105506996092375228225","","kabhi toh local time pe chala liya karo (sent from Vasind Stn.)","ramesh prasad","","","","","21 Jul 01:07 PM","1532158641923"
"1532158688425","111596165693076690222","","12.00 PM Badlapur - Csmt reached Kalyan Now  (sent from Thakurli Stn.)","Ramakant Mane","","","","","21 Jul 01:08 PM","1532158688425"
"1532158711332","101768025353843045955","","When will fast train come to the Kalyan station? (sent from Kalyan Stn.)","Anand Thorat","","","","","21 Jul 01:08 PM","1532158711332"
"1532158820353","116939540587577406566","","where is 12:01 karjat - cstm fast..?","Raj Purohit","","","","","21 Jul 01:10 PM","1532158820353"
"1532158852822","101768025353843045955","","12:53 ki kaha hai ab? (sent from Kalyan Stn.)","Anand Thorat","","101768025353843045955","When will fast train come to the Kalyan station? (sent from Kalyan Stn.)","Anand Thorat","21 Jul 01:10 PM","1532158852822"
"1532158866846","101768025353843045955","1","fast (sent from Kalyan Stn.)","Anand Thorat","","101768025353843045955","12:53 ki kaha hai ab? (sent from Kalyan Stn.)","Anand Thorat","21 Jul 01:11 PM","1532158866846"
"1532158962212","101768025353843045955","","12:53(Kalyan) ki Karjat to CSMT fast kab aayegi? (sent from Kalyan Stn.)","Anand Thorat","","","","","21 Jul 01:12 PM","1532158962212"
"1532158978319","109083873223025014813","","kaha hai pata nahi (sent from Kalyan Stn.)","suraj jadhav","","","","","21 Jul 01:12 PM","1532158978319"
"1532159007631","102115641578339535708",""," surat ke liye konsi tren hai (sent from Khadavli Stn.)","Khumesh raika desuri","","","","","21 Jul 01:13 PM","1532159007631"
"1532159010758","101217367565608995793","1","fast train coming at kalyan Station  (sent from Kalyan Stn.)","Navin Bhatia","","","","","21 Jul 01:13 PM","1532159010758"
"1532159036036","109083873223025014813","","kab gayi (sent from Kalyan Stn.)","suraj jadhav","","","","","21 Jul 01:13 PM","1532159036036"
"1532159048816","101217367565608995793","1","on the way (sent from Kalyan Stn.)","Navin Bhatia","","","","","21 Jul 01:14 PM","1532159048816"
"1532159071922","109083873223025014813","","now location (sent from Kalyan Stn.)","suraj jadhav","","","","","21 Jul 01:14 PM","1532159071922"
"1532159207077","116939540587577406566","","current Location?","Raj Purohit","","101217367565608995793","on the way (sent from Kalyan Stn.)","Navin Bhatia","21 Jul 01:16 PM","1532159207077"
"1532159257655","109083873223025014813","","kuthe ahe ata (sent from Kalyan Stn.)","suraj jadhav","","","","","21 Jul 01:17 PM","1532159257655"
"1532159274056","109083873223025014813","","Ajun alo jaui kalyan la (sent from Kalyan Stn.)","suraj jadhav","","","","","21 Jul 01:17 PM","1532159274056"
"1532159291025","117283254342385647068","","waiting at mulund, no signs of the train (sent from Mulund Stn.)","Hemant Lahale","","","","","21 Jul 01:18 PM","1532159291025"
"1532159306945","116468767652256467389","","Dadar to panipat Nashik service janewali train  (sent from Kharghar)","LookVijay Kakade Kakade","","","","","21 Jul 01:18 PM","1532159306945"
"1532159440540","115125242843571914404","","12.53 fast frm kalyan aali kaa (sent from Kalyan Stn.)","varsha utekar","","","","","21 Jul 01:20 PM","1532159440540"
"1532159642291","109083873223025014813","1","kk abhi aa gayi cst fast 12.53 (sent from Kalyan Stn.)","suraj jadhav","","","","","21 Jul 01:24 PM","1532159642291"
"1532159657603","109083873223025014813","1","just (sent from Kalyan Stn.)","suraj jadhav","","","","","21 Jul 01:24 PM","1532159657603"
"1532159797165","115592519248187835565","","asangaon to CST train chalu he kya ","Kundan Bhoir","","","","","21 Jul 01:26 PM","1532159797165"
"1532159800697","115455220293008975022","","cst fast (sent from Kalyan)","shahaji more","","","","","21 Jul 01:26 PM","1532159800697"
"1532159802120","101442786897368311324","","is it arrived from kalyan and what's the current location? (sent from Dombivli Stn.)","Technical Krishna","","109083873223025014813","just (sent from Kalyan Stn.)","suraj jadhav","21 Jul 01:26 PM","1532159802120"
"1532159837735","104131721948781358818","","how to go to lonavla by train? (sent from Khar Road)","shradha bhosale","","","","","21 Jul 01:27 PM","1532159837735"
"1532159866144","104131721948781358818","","please help (sent from Khar Road)","shradha bhosale","","","","","21 Jul 01:27 PM","1532159866144"
"1532160050241","101442786897368311324","","bro first go to bandra terminus and take any train which go to pune chennai Hyderabad  (sent from Dombivli Stn.)","Technical Krishna","","104131721948781358818","please help (sent from Khar Road)","shradha bhosale","21 Jul 01:30 PM","1532160050241"
"1532160110256","101423367196572639183","","12.53 CST slow ?? (sent from Kanjur Marg Stn.)","Amita Patil","","","","","21 Jul 01:31 PM","1532160110256"
"1532160112294","101442786897368311324","","or come to kalyan and take train which goes chennai or Hyderabad (sent from Dombivli Stn.)","Technical Krishna","","104131721948781358818","please help (sent from Khar Road)","shradha bhosale","21 Jul 01:31 PM","1532160112294"
"1532160167749","102713088596919044792","","cst fast 1.14 at thane not yet arrived?? (sent from Thane Stn.)","Bhargavi Naidu","","","","","21 Jul 01:32 PM","1532160167749"
"1532160204225","109083873223025014813","","now dombiwali (sent from Dombivli Stn.)","suraj jadhav","","101442786897368311324","is it arrived from kalyan and what's the current location? (sent from Dombivli Stn.)","Technical Krishna","21 Jul 01:33 PM","1532160204225"
"1532160253309","111123970040585220987","","It's 12.51 at dombivli.  (sent from Dombivli Stn.)","Deepak Rane","","101423367196572639183","12.53 CST slow ?? (sent from Kanjur Marg Stn.)","Amita Patil","21 Jul 01:34 PM","1532160253309"
"1532160285986","109083873223025014813","1","this train now at diva (sent from Dombivli Stn.)","suraj jadhav","","102713088596919044792","cst fast 1.14 at thane not yet arrived?? (sent from Thane Stn.)","Bhargavi Naidu","21 Jul 01:34 PM","1532160285986"
"1532160782792","116674824517751064341","","AMBERNATH","Sagar Koli","","","","","21 Jul 01:43 PM","1532160782792"
"1532160790704","101178471160021032992","","1.34 cst slow?? (sent from Vidyavihar Stn.)","Lakshit Jain","","","","","21 Jul 01:43 PM","1532160790704"
"1532160860226","107257169542985760982","","1.16 CSMT Fast just arriving at Titwala station (sent from Titwala Stn.)","Prithviraj Raut","","","","","21 Jul 01:44 PM","1532160860226"
"1532160865647","100748234972644627965","","plz reply current location (sent from Mulund Stn.)","Kaushal Shethia","","109083873223025014813","this train now at diva (sent from Dombivli Stn.)","suraj jadhav","21 Jul 01:44 PM","1532160865647"
"1532161153833","109083873223025014813","","now in mulund (sent from Thane Stn.)","suraj jadhav","","","","","21 Jul 01:49 PM","1532161153833"
"1532161156589","101442786897368311324","","just departure from thane (sent from Mulund Stn.)","Technical Krishna","","100748234972644627965","plz reply current location (sent from Mulund Stn.)","Kaushal Shethia","21 Jul 01:49 PM","1532161156589"
"1532161179195","101442786897368311324","","now at mulund (sent from Mulund Stn.)","Technical Krishna","","101442786897368311324","just departure from thane (sent from Mulund Stn.)","Technical Krishna","21 Jul 01:49 PM","1532161179195"
"1532161222754","106943191307949229882","","where's the 1.31 badlapur fast right now ? (sent from Kalyan)","aditya kulkarni","","","","","21 Jul 01:50 PM","1532161222754"
"1532161223330","103323397058843754412","","where khopoli train now? (sent from Neral)","Binal More","","","","","21 Jul 01:50 PM","1532161223330"
"1532161274746","106970489071430877862","","What's the problem at central line (sent from Sion Stn.)","Avinash kasare","","","","","21 Jul 01:51 PM","1532161274746"
"1532161284548","109083873223025014813","","happy gourny (sent from Thane Stn.)","suraj jadhav","","100748234972644627965","plz reply current location (sent from Mulund Stn.)","Kaushal Shethia","21 Jul 01:51 PM","1532161284548"
"1532161299479","116686141967959819841","","are trains are late by 30 to 40 mins??","Kinjal Jain","","","","","21 Jul 01:51 PM","1532161299479"
"1532161308628","101442786897368311324","1","nothing just running late (sent from Mulund Stn.)","Technical Krishna","","","","","21 Jul 01:51 PM","1532161308628"
"1532161340511","101442786897368311324","","yeah😌😌 (sent from Mulund Stn.)","Technical Krishna","1","116686141967959819841","are trains are late by 30 to 40 mins??","Kinjal Jain","21 Jul 01:52 PM","1532161340511"
"1532161355938","116686141967959819841","","ok thanx (sent from Nahur)","Kinjal Jain","","","","","21 Jul 01:52 PM","1532161355938"
"1532161382488","101442786897368311324","","your welcome😋😋 (sent from Mulund Stn.)","Technical Krishna","","116686141967959819841","ok thanx (sent from Nahur)","Kinjal Jain","21 Jul 01:53 PM","1532161382488"
"1532161475825","117907677553868346573","","again screwed up by Cent. Railway when no rain....no trains since 20-25 min at sion stn (sent from Sion Stn.)","Satish Chettiyar","","","","","21 Jul 01:54 PM","1532161475825"
"1532161508016","113979217026459015277","","is mega block. is der tomorrow for central line (sent from Koparkhairne)","Rabindra Khadanga","","","","","21 Jul 01:55 PM","1532161508016"
